Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2;;;;
11.1;-1.66E-06;-1.19E-05;293.15;-7.62E-07;-2.63E-06;9.90E-07;-2.36E-06;293.15;;;;
11.15;-1.68E-06;-1.20E-05;293.15;-7.85E-07;-2.66E-06;9.93E-07;-2.39E-06;293.15;;;;
11.2;-1.69E-06;-1.22E-05;293.15;-8.09E-07;-2.70E-06;9.97E-07;-2.43E-06;293.15;;;;
11.25;-1.70E-06;-1.24E-05;293.15;-8.32E-07;-2.73E-06;1.00E-06;-2.47E-06;293.15;;;;
11.3;-1.71E-06;-1.26E-05;293.15;-8.55E-07;-2.77E-06;1.00E-06;-2.51E-06;293.15;;;;
11.35;-1.73E-06;-1.27E-05;293.15;-8.78E-07;-2.81E-06;1.01E-06;-2.54E-06;293.15;;;;
11.4;-1.74E-06;-1.29E-05;293.15;-9.01E-07;-2.84E-06;1.01E-06;-2.58E-06;293.15;;;;
11.45;-1.75E-06;-1.31E-05;293.15;-9.24E-07;-2.88E-06;1.01E-06;-2.62E-06;293.15;;;;
11.5;-1.77E-06;-1.33E-05;293.15;-9.46E-07;-2.91E-06;1.02E-06;-2.65E-06;293.15;;;;
11.55;-1.78E-06;-1.34E-05;293.15;-9.69E-07;-2.95E-06;1.02E-06;-2.69E-06;293.15;;;;
11.6;-1.79E-06;-1.36E-05;293.15;-9.91E-07;-2.98E-06;1.02E-06;-2.73E-06;293.15;;;;
11.65;-1.81E-06;-1.38E-05;293.15;-1.01E-06;-3.02E-06;1.02E-06;-2.76E-06;293.15;;;;
11.7;-1.82E-06;-1.39E-05;293.15;-1.04E-06;-3.05E-06;1.03E-06;-2.80E-06;293.15;;;;
11.75;-1.83E-06;-1.41E-05;293.15;-1.06E-06;-3.09E-06;1.03E-06;-2.84E-06;293.15;;;;
11.8;-1.85E-06;-1.43E-05;293.15;-1.08E-06;-3.12E-06;1.03E-06;-2.87E-06;293.15;;;;
11.85;-1.86E-06;-1.44E-05;293.15;-1.10E-06;-3.16E-06;1.04E-06;-2.91E-06;293.15;;;;
11.9;-1.88E-06;-1.46E-05;293.15;-1.12E-06;-3.19E-06;1.04E-06;-2.94E-06;293.15;;;;
11.95;-1.89E-06;-1.47E-05;293.15;-1.14E-06;-3.22E-06;1.04E-06;-2.98E-06;293.15;;;;
12;-1.90E-06;-1.49E-05;293.15;-1.16E-06;-3.26E-06;1.04E-06;-3.01E-06;293.15;;;;
12.05;-1.92E-06;-1.51E-05;293.15;-1.19E-06;-3.29E-06;1.05E-06;-3.05E-06;293.15;;;;
12.1;-1.93E-06;-1.52E-05;293.15;-1.21E-06;-3.32E-06;1.05E-06;-3.08E-06;293.15;;;;
12.15;-1.95E-06;-1.54E-05;293.15;-1.23E-06;-3.36E-06;1.05E-06;-3.12E-06;293.15;;;;
12.2;-1.96E-06;-1.55E-05;293.15;-1.25E-06;-3.39E-06;1.05E-06;-3.15E-06;293.15;;;;
12.25;-1.97E-06;-1.57E-05;293.15;-1.27E-06;-3.42E-06;1.06E-06;-3.18E-06;293.15;;;;
12.3;-1.99E-06;-1.58E-05;293.15;-1.29E-06;-3.45E-06;1.06E-06;-3.22E-06;293.15;;;;
12.35;-2.00E-06;-1.60E-05;293.15;-1.31E-06;-3.49E-06;1.06E-06;-3.25E-06;293.15;;;;
12.4;-2.02E-06;-1.61E-05;293.15;-1.33E-06;-3.52E-06;1.06E-06;-3.28E-06;293.15;;;;
12.45;-2.03E-06;-1.63E-05;293.15;-1.35E-06;-3.55E-06;1.06E-06;-3.32E-06;293.15;;;;
12.5;-2.04E-06;-1.64E-05;293.15;-1.37E-06;-3.58E-06;1.07E-06;-3.35E-06;293.15;;;;
12.55;-2.06E-06;-1.65E-05;293.15;-1.39E-06;-3.61E-06;1.07E-06;-3.38E-06;293.15;;;;
12.6;-2.07E-06;-1.67E-05;293.15;-1.40E-06;-3.64E-06;1.07E-06;-3.41E-06;293.15;;;;
12.65;-2.08E-06;-1.68E-05;293.15;-1.42E-06;-3.67E-06;1.07E-06;-3.44E-06;293.15;;;;
12.7;-2.10E-06;-1.69E-05;293.15;-1.44E-06;-3.70E-06;1.07E-06;-3.47E-06;293.15;;;;
12.75;-2.11E-06;-1.71E-05;293.15;-1.46E-06;-3.73E-06;1.08E-06;-3.51E-06;293.15;;;;
12.8;-2.13E-06;-1.72E-05;293.15;-1.48E-06;-3.76E-06;1.08E-06;-3.54E-06;293.15;;;;
12.85;-2.14E-06;-1.73E-05;293.15;-1.50E-06;-3.79E-06;1.08E-06;-3.57E-06;293.15;;;;
12.9;-2.15E-06;-1.75E-05;293.15;-1.52E-06;-3.82E-06;1.08E-06;-3.60E-06;293.15;;;;
12.95;-2.17E-06;-1.76E-05;293.15;-1.53E-06;-3.85E-06;1.08E-06;-3.63E-06;293.15;;;;
13;-2.18E-06;-1.77E-05;293.15;-1.55E-06;-3.88E-06;1.08E-06;-3.66E-06;293.15;;;;
13.05;-2.19E-06;-1.79E-05;293.15;-1.57E-06;-3.90E-06;1.09E-06;-3.68E-06;293.15;;;;
13.1;-2.20E-06;-1.80E-05;293.15;-1.59E-06;-3.93E-06;1.09E-06;-3.71E-06;293.15;;;;
13.15;-2.22E-06;-1.81E-05;293.15;-1.60E-06;-3.96E-06;1.09E-06;-3.74E-06;293.15;;;;
13.2;-2.23E-06;-1.82E-05;293.15;-1.62E-06;-3.99E-06;1.09E-06;-3.77E-06;293.15;;;;
13.25;-2.24E-06;-1.83E-05;293.15;-1.64E-06;-4.01E-06;1.09E-06;-3.80E-06;293.15;;;;
13.3;-2.26E-06;-1.85E-05;293.15;-1.65E-06;-4.04E-06;1.09E-06;-3.83E-06;293.15;;;;
13.35;-2.27E-06;-1.86E-05;293.15;-1.67E-06;-4.07E-06;1.10E-06;-3.85E-06;293.15;;;;
13.4;-2.28E-06;-1.87E-05;293.15;-1.69E-06;-4.09E-06;1.10E-06;-3.88E-06;293.15;;;;
13.45;-2.29E-06;-1.88E-05;293.15;-1.70E-06;-4.12E-06;1.10E-06;-3.91E-06;293.15;;;;
13.5;-2.31E-06;-1.89E-05;293.15;-1.72E-06;-4.14E-06;1.10E-06;-3.93E-06;293.15;;;;
13.55;-2.32E-06;-1.90E-05;293.15;-1.73E-06;-4.17E-06;1.10E-06;-3.96E-06;293.15;;;;
13.6;-2.33E-06;-1.91E-05;293.15;-1.75E-06;-4.19E-06;1.10E-06;-3.98E-06;293.15;;;;
13.65;-2.34E-06;-1.92E-05;293.15;-1.76E-06;-4.22E-06;1.10E-06;-4.01E-06;293.15;;;;
13.7;-2.35E-06;-1.93E-05;293.15;-1.78E-06;-4.24E-06;1.10E-06;-4.04E-06;293.15;;;;
13.75;-2.37E-06;-1.94E-05;293.15;-1.79E-06;-4.27E-06;1.11E-06;-4.06E-06;293.15;;;;
13.8;-2.38E-06;-1.95E-05;293.15;-1.81E-06;-4.29E-06;1.11E-06;-4.08E-06;293.15;;;;
13.85;-2.39E-06;-1.96E-05;293.15;-1.82E-06;-4.31E-06;1.11E-06;-4.11E-06;293.15;;;;
13.9;-2.40E-06;-1.97E-05;293.15;-1.84E-06;-4.34E-06;1.11E-06;-4.13E-06;293.15;;;;
13.95;-2.41E-06;-1.98E-05;293.15;-1.85E-06;-4.36E-06;1.11E-06;-4.16E-06;293.15;;;;
14;-2.42E-06;-1.99E-05;293.15;-1.87E-06;-4.38E-06;1.11E-06;-4.18E-06;293.15;;;;
14.05;-2.43E-06;-2.00E-05;293.15;-1.88E-06;-4.40E-06;1.11E-06;-4.20E-06;293.15;;;;
14.1;-2.44E-06;-2.01E-05;293.15;-1.89E-06;-4.42E-06;1.11E-06;-4.22E-06;293.15;;;;
14.15;-2.45E-06;-2.02E-05;293.15;-1.91E-06;-4.45E-06;1.12E-06;-4.25E-06;293.15;;;;
14.2;-2.46E-06;-2.03E-05;293.15;-1.92E-06;-4.47E-06;1.12E-06;-4.27E-06;293.15;;;;
14.25;-2.48E-06;-2.04E-05;293.15;-1.94E-06;-4.49E-06;1.12E-06;-4.29E-06;293.15;;;;
14.3;-2.49E-06;-2.05E-05;293.15;-1.95E-06;-4.51E-06;1.12E-06;-4.31E-06;293.15;;;;
14.35;-2.50E-06;-2.06E-05;293.15;-1.96E-06;-4.53E-06;1.12E-06;-4.33E-06;293.15;;;;
14.4;-2.51E-06;-2.06E-05;293.15;-1.97E-06;-4.55E-06;1.12E-06;-4.35E-06;293.15;;;;
14.45;-2.52E-06;-2.07E-05;293.15;-1.99E-06;-4.57E-06;1.12E-06;-4.37E-06;293.15;;;;
14.5;-2.53E-06;-2.08E-05;293.15;-2.00E-06;-4.59E-06;1.12E-06;-4.39E-06;293.15;;;;
14.55;-2.53E-06;-2.09E-05;292.93;-2.01E-06;-4.61E-06;1.12E-06;-4.41E-06;292.93;;;;
14.6;5.84E-05;-2.79E-04;292.13;-1.20E-05;4.87E-06;2.01E-05;5.48E-06;292.13;;;;
14.65;1.20E-04;-5.42E-04;291.1;-2.22E-05;1.46E-05;3.95E-05;1.56E-05;291.1;;;;
14.7;1.89E-04;-8.31E-04;289.94;-3.34E-05;2.52E-05;6.09E-05;2.67E-05;289.94;;;;
14.75;2.60E-04;-0.0011329;288.78;-4.52E-05;3.64E-05;8.32E-05;3.84E-05;288.78;;;;
14.8;3.19E-04;-0.0013806;287.81;-5.49E-05;4.56E-05;1.02E-04;4.81E-05;287.81;;;;
14.85;3.78E-04;-0.0016283;287.1;-6.46E-05;5.49E-05;1.20E-04;5.77E-05;287.1;;;;
14.9;3.67E-04;-0.0015828;287.02;-6.30E-05;5.34E-05;1.17E-04;5.61E-05;287.02;;;;
14.95;3.48E-04;-0.0014985;287.36;-5.99E-05;5.04E-05;1.11E-04;5.30E-05;287.36;;;;
15;3.13E-04;-0.0013503;287.93;-5.42E-05;4.51E-05;1.00E-04;4.74E-05;287.93;;;;
15.05;2.77E-04;-0.0011988;288.54;-4.84E-05;3.96E-05;8.91E-05;4.17E-05;288.54;;;;
15.1;2.49E-04;-0.0010792;288.99;-4.38E-05;3.53E-05;8.03E-05;3.71E-05;288.99;;;;
15.15;2.27E-04;-9.86E-04;289.35;-4.03E-05;3.19E-05;7.35E-05;3.36E-05;289.35;;;;
15.2;2.05E-04;-8.93E-04;289.69;-3.67E-05;2.85E-05;6.66E-05;3.00E-05;289.69;;;;
15.25;1.89E-04;-8.24E-04;289.99;-3.40E-05;2.59E-05;6.15E-05;2.73E-05;289.99;;;;
15.3;1.72E-04;-7.53E-04;290.27;-3.13E-05;2.33E-05;5.63E-05;2.46E-05;290.27;;;;
15.35;1.56E-04;-6.83E-04;290.53;-2.86E-05;2.08E-05;5.11E-05;2.19E-05;290.53;;;;
15.4;1.43E-04;-6.30E-04;290.75;-2.66E-05;1.88E-05;4.71E-05;1.98E-05;290.75;;;;
15.45;1.30E-04;-5.77E-04;290.96;-2.46E-05;1.68E-05;4.31E-05;1.78E-05;290.96;;;;
15.5;1.18E-04;-5.23E-04;291.16;-2.25E-05;1.48E-05;3.91E-05;1.57E-05;291.16;;;;
15.55;1.08E-04;-4.84E-04;291.33;-2.10E-05;1.34E-05;3.62E-05;1.41E-05;291.33;;;;
15.6;9.88E-05;-4.43E-04;291.49;-1.94E-05;1.18E-05;3.31E-05;1.25E-05;291.49;;;;
15.65;8.91E-05;-4.02E-04;291.64;-1.79E-05;1.03E-05;3.00E-05;1.09E-05;291.64;;;;
15.7;8.21E-05;-3.72E-04;291.77;-1.67E-05;9.20E-06;2.78E-05;9.75E-06;291.77;;;;
15.75;7.48E-05;-3.41E-04;291.89;-1.55E-05;8.05E-06;2.55E-05;8.53E-06;291.89;;;;
15.8;6.75E-05;-3.10E-04;292;-1.43E-05;6.89E-06;2.31E-05;7.31E-06;292;;;;
15.85;6.20E-05;-2.88E-04;292.1;-1.35E-05;6.02E-06;2.14E-05;6.40E-06;292.1;;;;
15.9;5.65E-05;-2.64E-04;292.19;-1.26E-05;5.14E-06;1.96E-05;5.47E-06;292.19;;;;
15.95;5.10E-05;-2.41E-04;292.28;-1.17E-05;4.26E-06;1.79E-05;4.54E-06;292.28;;;;
16;4.68E-05;-2.23E-04;292.36;-1.10E-05;3.58E-06;1.65E-05;3.83E-06;292.36;;;;
16.05;4.26E-05;-2.06E-04;292.42;-1.03E-05;2.91E-06;1.52E-05;3.12E-06;292.42;;;;
16.1;3.84E-05;-1.88E-04;292.49;-9.66E-06;2.23E-06;1.38E-05;2.40E-06;292.49;;;;
16.15;3.53E-05;-1.75E-04;292.55;-9.15E-06;1.72E-06;1.28E-05;1.86E-06;292.55;;;;
16.2;3.21E-05;-1.61E-04;292.6;-8.63E-06;1.20E-06;1.17E-05;1.31E-06;292.6;;;;
16.25;2.89E-05;-1.48E-04;292.65;-8.12E-06;6.82E-07;1.07E-05;7.63E-07;292.65;;;;
16.3;2.65E-05;-1.38E-04;292.69;-7.74E-06;2.95E-07;9.94E-06;3.54E-07;292.69;;;;
16.35;2.41E-05;-1.28E-04;292.73;-7.35E-06;-1.04E-07;9.14E-06;-6.77E-08;292.73;;;;
16.4;2.19E-05;-1.18E-04;292.77;-6.99E-06;-4.72E-07;8.42E-06;-4.56E-07;292.77;;;;
16.45;1.96E-05;-1.09E-04;292.8;-6.63E-06;-8.38E-07;7.69E-06;-8.43E-07;292.8;;;;
16.5;1.80E-05;-1.02E-04;292.83;-6.37E-06;-1.11E-06;7.15E-06;-1.13E-06;292.83;;;;
16.55;1.63E-05;-9.53E-05;292.86;-6.10E-06;-1.39E-06;6.60E-06;-1.43E-06;292.86;;;;
16.6;1.46E-05;-8.82E-05;292.89;-5.83E-06;-1.68E-06;6.04E-06;-1.73E-06;292.89;;;;
16.65;1.34E-05;-8.30E-05;292.91;-5.63E-06;-1.89E-06;5.63E-06;-1.95E-06;292.91;;;;
16.7;1.21E-05;-7.77E-05;292.93;-5.42E-06;-2.11E-06;5.21E-06;-2.18E-06;292.93;;;;
16.75;1.08E-05;-7.23E-05;292.95;-5.21E-06;-2.32E-06;4.79E-06;-2.41E-06;292.95;;;;
16.8;9.82E-06;-6.83E-05;292.97;-5.06E-06;-2.49E-06;4.46E-06;-2.59E-06;292.97;;;;
16.85;8.85E-06;-6.43E-05;292.98;-4.90E-06;-2.66E-06;4.14E-06;-2.76E-06;292.98;;;;
16.9;7.87E-06;-6.03E-05;293;-4.75E-06;-2.82E-06;3.82E-06;-2.94E-06;293;;;;
16.95;7.13E-06;-5.72E-05;293.01;-4.63E-06;-2.95E-06;3.57E-06;-3.07E-06;293.01;;;;
17;6.38E-06;-5.41E-05;293.02;-4.51E-06;-3.08E-06;3.32E-06;-3.21E-06;293.02;;;;
17.05;5.64E-06;-5.11E-05;293.04;-4.39E-06;-3.21E-06;3.07E-06;-3.35E-06;293.04;;;;
17.1;5.08E-06;-4.88E-05;293.05;-4.30E-06;-3.31E-06;2.88E-06;-3.45E-06;293.05;;;;
17.15;4.51E-06;-4.65E-05;293.05;-4.21E-06;-3.41E-06;2.69E-06;-3.56E-06;293.05;;;;
17.2;3.94E-06;-4.41E-05;293.06;-4.12E-06;-3.52E-06;2.49E-06;-3.66E-06;293.06;;;;
17.25;3.51E-06;-4.24E-05;293.07;-4.05E-06;-3.59E-06;2.35E-06;-3.74E-06;293.07;;;;
17.3;3.08E-06;-4.06E-05;293.08;-3.98E-06;-3.67E-06;2.20E-06;-3.83E-06;293.08;;;;
17.35;2.64E-06;-3.88E-05;293.08;-3.91E-06;-3.75E-06;2.05E-06;-3.91E-06;293.08;;;;
17.4;2.31E-06;-3.75E-05;293.09;-3.85E-06;-3.81E-06;1.93E-06;-3.97E-06;293.09;;;;
17.45;1.98E-06;-3.61E-05;293.1;-3.80E-06;-3.87E-06;1.82E-06;-4.03E-06;293.1;;;;
17.5;1.65E-06;-3.48E-05;293.1;-3.74E-06;-3.93E-06;1.70E-06;-4.09E-06;293.1;;;;
17.55;1.39E-06;-3.37E-05;293.1;-3.70E-06;-3.97E-06;1.61E-06;-4.14E-06;293.1;;;;
17.6;1.14E-06;-3.27E-05;293.11;-3.65E-06;-4.02E-06;1.52E-06;-4.19E-06;293.11;;;;
17.65;8.81E-07;-3.17E-05;293.11;-3.61E-06;-4.06E-06;1.43E-06;-4.23E-06;293.11;;;;
17.7;6.88E-07;-3.09E-05;293.12;-3.57E-06;-4.10E-06;1.35E-06;-4.27E-06;293.12;;;;
17.75;4.90E-07;-3.00E-05;293.12;-3.54E-06;-4.13E-06;1.28E-06;-4.30E-06;293.12;;;;
17.8;2.93E-07;-2.92E-05;293.12;-3.50E-06;-4.17E-06;1.21E-06;-4.34E-06;293.12;;;;
17.85;1.46E-07;-2.86E-05;293.12;-3.47E-06;-4.19E-06;1.15E-06;-4.36E-06;293.12;;;;
17.9;-5.27E-09;-2.80E-05;293.13;-3.44E-06;-4.21E-06;1.09E-06;-4.39E-06;293.13;;;;
17.95;-1.57E-07;-2.73E-05;293.13;-3.41E-06;-4.24E-06;1.03E-06;-4.41E-06;293.13;;;;
18;-2.71E-07;-2.68E-05;293.13;-3.39E-06;-4.25E-06;9.88E-07;-4.43E-06;293.13;;;;
18.05;-3.87E-07;-2.63E-05;293.13;-3.36E-06;-4.27E-06;9.40E-07;-4.44E-06;293.13;;;;
18.1;-5.03E-07;-2.58E-05;293.13;-3.33E-06;-4.29E-06;8.93E-07;-4.46E-06;293.13;;;;
18.15;-5.91E-07;-2.54E-05;293.14;-3.31E-06;-4.30E-06;8.55E-07;-4.47E-06;293.14;;;;
18.2;-6.80E-07;-2.50E-05;293.14;-3.29E-06;-4.30E-06;8.17E-07;-4.47E-06;293.14;;;;
18.25;-7.69E-07;-2.46E-05;293.14;-3.27E-06;-4.31E-06;7.78E-07;-4.48E-06;293.14;;;;
18.3;-8.38E-07;-2.43E-05;293.14;-3.25E-06;-4.32E-06;7.46E-07;-4.48E-06;293.14;;;;
18.35;-9.06E-07;-2.39E-05;293.14;-3.22E-06;-4.32E-06;7.14E-07;-4.49E-06;293.14;;;;
18.4;-9.75E-07;-2.36E-05;293.14;-3.20E-06;-4.32E-06;6.82E-07;-4.49E-06;293.14;;;;
18.45;-1.03E-06;-2.33E-05;293.14;-3.18E-06;-4.32E-06;6.55E-07;-4.49E-06;293.14;;;;
18.5;-1.08E-06;-2.30E-05;293.14;-3.16E-06;-4.32E-06;6.27E-07;-4.48E-06;293.14;;;;
18.55;-1.13E-06;-2.27E-05;293.14;-3.14E-06;-4.32E-06;6.03E-07;-4.48E-06;293.14;;;;
18.6;-1.17E-06;-2.24E-05;293.14;-3.12E-06;-4.31E-06;5.77E-07;-4.47E-06;293.14;;;;
18.65;-1.21E-06;-2.22E-05;293.14;-3.11E-06;-4.30E-06;5.55E-07;-4.46E-06;293.14;;;;
18.7;-1.25E-06;-2.19E-05;293.14;-3.09E-06;-4.30E-06;5.32E-07;-4.46E-06;293.14;;;;
18.75;-1.28E-06;-2.17E-05;293.15;-3.07E-06;-4.29E-06;5.11E-07;-4.45E-06;293.15;;;;
18.8;-1.31E-06;-2.15E-05;293.15;-3.05E-06;-4.28E-06;4.91E-07;-4.43E-06;293.15;;;;
18.85;-1.34E-06;-2.12E-05;293.15;-3.03E-06;-4.27E-06;4.73E-07;-4.42E-06;293.15;;;;
18.9;-1.36E-06;-2.10E-05;293.15;-3.01E-06;-4.25E-06;4.55E-07;-4.40E-06;293.15;;;;
18.95;-1.38E-06;-2.08E-05;293.15;-2.99E-06;-4.24E-06;4.38E-07;-4.39E-06;293.15;;;;
19;-1.40E-06;-2.06E-05;293.15;-2.97E-06;-4.22E-06;4.21E-07;-4.37E-06;293.15;;;;
19.05;-1.42E-06;-2.04E-05;293.15;-2.95E-06;-4.21E-06;4.05E-07;-4.35E-06;293.15;;;;
19.1;-1.44E-06;-2.02E-05;293.15;-2.94E-06;-4.19E-06;3.89E-07;-4.33E-06;293.15;;;;
19.15;-1.45E-06;-2.00E-05;293.15;-2.92E-06;-4.17E-06;3.74E-07;-4.31E-06;293.15;;;;
19.2;-1.46E-06;-1.98E-05;293.15;-2.90E-06;-4.15E-06;3.60E-07;-4.29E-06;293.15;;;;
19.25;-1.47E-06;-1.96E-05;293.15;-2.88E-06;-4.13E-06;3.46E-07;-4.27E-06;293.15;;;;
19.3;-1.48E-06;-1.94E-05;293.15;-2.86E-06;-4.11E-06;3.33E-07;-4.25E-06;293.15;;;;
19.35;-1.49E-06;-1.92E-05;293.15;-2.84E-06;-4.08E-06;3.20E-07;-4.22E-06;293.15;;;;
19.4;-1.49E-06;-1.90E-05;293.15;-2.82E-06;-4.06E-06;3.07E-07;-4.20E-06;293.15;;;;
19.45;-1.49E-06;-1.88E-05;293.15;-2.80E-06;-4.04E-06;2.96E-07;-4.17E-06;293.15;;;;
19.5;-1.50E-06;-1.86E-05;293.15;-2.78E-06;-4.01E-06;2.84E-07;-4.14E-06;293.15;;;;
19.55;-1.50E-06;-1.84E-05;293.15;-2.76E-06;-3.99E-06;2.72E-07;-4.12E-06;293.15;;;;
19.6;-1.50E-06;-1.82E-05;293.15;-2.74E-06;-3.96E-06;2.61E-07;-4.09E-06;293.15;;;;
19.65;-1.50E-06;-1.80E-05;293.15;-2.72E-06;-3.93E-06;2.51E-07;-4.06E-06;293.15;;;;
19.7;-1.50E-06;-1.78E-05;293.15;-2.70E-06;-3.90E-06;2.40E-07;-4.03E-06;293.15;;;;
19.75;-1.50E-06;-1.76E-05;293.15;-2.68E-06;-3.87E-06;2.30E-07;-4.00E-06;293.15;;;;
19.8;-1.49E-06;-1.74E-05;293.15;-2.66E-06;-3.84E-06;2.20E-07;-3.97E-06;293.15;;;;
19.85;-1.49E-06;-1.72E-05;293.15;-2.64E-06;-3.81E-06;2.10E-07;-3.93E-06;293.15;;;;
19.9;-1.48E-06;-1.71E-05;293.15;-2.62E-06;-3.78E-06;2.01E-07;-3.90E-06;293.15;;;;
19.95;-1.48E-06;-1.69E-05;293.15;-2.60E-06;-3.75E-06;1.92E-07;-3.87E-06;293.15;;;;
20;-1.47E-06;-1.67E-05;293.15;-2.58E-06;-3.72E-06;1.83E-07;-3.83E-06;293.15;;;;
20.05;-1.46E-06;-1.65E-05;293.15;-2.56E-06;-3.69E-06;1.74E-07;-3.80E-06;293.15;;;;
20.1;-1.46E-06;-1.63E-05;293.15;-2.54E-06;-3.66E-06;1.65E-07;-3.77E-06;293.15;;;;
20.15;-1.45E-06;-1.61E-05;293.15;-2.51E-06;-3.62E-06;1.57E-07;-3.73E-06;293.15;;;;
20.2;-1.44E-06;-1.59E-05;293.15;-2.49E-06;-3.59E-06;1.48E-07;-3.70E-06;293.15;;;;
20.25;-1.43E-06;-1.57E-05;293.15;-2.47E-06;-3.56E-06;1.40E-07;-3.66E-06;293.15;;;;
20.3;-1.42E-06;-1.55E-05;293.15;-2.45E-06;-3.52E-06;1.32E-07;-3.63E-06;293.15;;;;
20.35;-1.41E-06;-1.53E-05;293.15;-2.43E-06;-3.49E-06;1.24E-07;-3.59E-06;293.15;;;;
20.4;-1.40E-06;-1.51E-05;293.15;-2.41E-06;-3.45E-06;1.17E-07;-3.55E-06;293.15;;;;
20.45;-1.39E-06;-1.49E-05;293.15;-2.39E-06;-3.42E-06;1.09E-07;-3.51E-06;293.15;;;;
20.5;-1.37E-06;-1.47E-05;293.15;-2.37E-06;-3.38E-06;1.02E-07;-3.48E-06;293.15;;;;
20.55;-1.36E-06;-1.45E-05;293.15;-2.35E-06;-3.35E-06;9.42E-08;-3.44E-06;293.15;;;;
20.6;-1.35E-06;-1.43E-05;293.15;-2.33E-06;-3.31E-06;8.71E-08;-3.40E-06;293.15;;;;
20.65;-1.34E-06;-1.41E-05;293.15;-2.31E-06;-3.28E-06;7.99E-08;-3.36E-06;293.15;;;;
20.7;-1.32E-06;-1.40E-05;293.15;-2.28E-06;-3.24E-06;7.29E-08;-3.33E-06;293.15;;;;
20.75;-1.31E-06;-1.38E-05;293.15;-2.26E-06;-3.21E-06;6.60E-08;-3.29E-06;293.15;;;;
20.8;-1.29E-06;-1.36E-05;293.15;-2.24E-06;-3.17E-06;5.92E-08;-3.25E-06;293.15;;;;
20.85;-1.28E-06;-1.34E-05;293.15;-2.22E-06;-3.13E-06;5.25E-08;-3.21E-06;293.15;;;;
20.9;-1.26E-06;-1.32E-05;293.15;-2.20E-06;-3.10E-06;4.59E-08;-3.17E-06;293.15;;;;
20.95;-1.25E-06;-1.30E-05;293.15;-2.18E-06;-3.06E-06;3.94E-08;-3.13E-06;293.15;;;;
21;-1.23E-06;-1.28E-05;293.15;-2.16E-06;-3.02E-06;3.29E-08;-3.09E-06;293.15;;;;
21.05;-1.22E-06;-1.26E-05;293.15;-2.14E-06;-2.99E-06;2.64E-08;-3.06E-06;293.15;;;;
21.1;-1.20E-06;-1.24E-05;293.15;-2.12E-06;-2.95E-06;2.02E-08;-3.02E-06;293.15;;;;
21.15;-1.18E-06;-1.22E-05;293.15;-2.10E-06;-2.91E-06;1.38E-08;-2.98E-06;293.15;;;;
21.2;-1.17E-06;-1.20E-05;293.15;-2.08E-06;-2.87E-06;7.76E-09;-2.94E-06;293.15;;;;
21.25;-1.15E-06;-1.19E-05;293.15;-2.06E-06;-2.84E-06;1.63E-09;-2.90E-06;293.15;;;;
21.3;-1.13E-06;-1.17E-05;293.15;-2.04E-06;-2.80E-06;-4.42E-09;-2.86E-06;293.15;;;;
21.35;-1.12E-06;-1.15E-05;293.15;-2.02E-06;-2.76E-06;-1.05E-08;-2.82E-06;293.15;;;;
21.4;-1.10E-06;-1.13E-05;293.15;-2.00E-06;-2.73E-06;-1.64E-08;-2.78E-06;293.15;;;;
21.45;-1.08E-06;-1.11E-05;293.15;-1.98E-06;-2.69E-06;-2.23E-08;-2.74E-06;293.15;;;;
21.5;-1.06E-06;-1.09E-05;293.15;-1.96E-06;-2.65E-06;-2.82E-08;-2.70E-06;293.15;;;;
21.55;-1.05E-06;-1.08E-05;293.15;-1.94E-06;-2.62E-06;-3.40E-08;-2.67E-06;293.15;;;;
21.6;-1.03E-06;-1.06E-05;293.15;-1.92E-06;-2.58E-06;-3.97E-08;-2.63E-06;293.15;;;;
21.65;-1.01E-06;-1.04E-05;293.15;-1.90E-06;-2.54E-06;-4.54E-08;-2.59E-06;293.15;;;;
21.7;-9.91E-07;-1.02E-05;293.15;-1.88E-06;-2.51E-06;-5.10E-08;-2.55E-06;293.15;;;;
21.75;-9.72E-07;-1.00E-05;293.15;-1.86E-06;-2.47E-06;-5.67E-08;-2.51E-06;293.15;;;;
21.8;-9.54E-07;-9.87E-06;293.15;-1.84E-06;-2.43E-06;-6.23E-08;-2.47E-06;293.15;;;;
21.85;-9.35E-07;-9.69E-06;293.15;-1.82E-06;-2.40E-06;-6.78E-08;-2.43E-06;293.15;;;;
21.9;-9.17E-07;-9.52E-06;293.15;-1.81E-06;-2.36E-06;-7.33E-08;-2.40E-06;293.15;;;;
21.95;-8.98E-07;-9.35E-06;293.15;-1.79E-06;-2.33E-06;-7.88E-08;-2.36E-06;293.15;;;;
22;-8.79E-07;-9.18E-06;293.15;-1.77E-06;-2.29E-06;-8.42E-08;-2.32E-06;293.15;;;;
22.05;-8.60E-07;-9.01E-06;293.15;-1.75E-06;-2.26E-06;-8.96E-08;-2.28E-06;293.15;;;;
22.1;-8.41E-07;-8.84E-06;293.15;-1.73E-06;-2.22E-06;-9.50E-08;-2.25E-06;293.15;;;;
22.15;-8.22E-07;-8.67E-06;293.15;-1.71E-06;-2.18E-06;-1.00E-07;-2.21E-06;293.15;;;;
22.2;-8.02E-07;-8.51E-06;293.15;-1.70E-06;-2.15E-06;-1.06E-07;-2.17E-06;293.15;;;;
